year,level_1,level_2,value
2007,Total Male Indians,85 Years & Over,822
2007,Total Female Indians,0  -  4 Years,11914
2007,Total Female Indians,5  -  9 Years,12039
2007,Total Female Indians,10 - 14 Years,11436
2007,Total Female Indians,15 - 19 Years,10805
2007,Total Female Indians,20 - 24 Years,9914
2007,Total Female Indians,25 - 29 Years,13748
2007,Total Female Indians,30 - 34 Years,14705
2007,Total Female Indians,35 - 39 Years,12948
2007,Total Female Indians,40 - 44 Years,12765
2007,Total Female Indians,45 - 49 Years,11696
2007,Total Female Indians,50 - 54 Years,9407
2007,Total Female Indians,55 - 59 Years,7348
2007,Total Female Indians,60 - 64 Years,4144
2007,Total Female Indians,65 - 69 Years,3532
2007,Total Female Indians,70 - 74 Years,2638
2007,Total Female Indians,75 - 79 Years,1677
2007,Total Female Indians,80 - 84 Years,785
2007,Total Female Indians,65 Years & Over,9042
2007,Total Female Indians,70 Years & Over,5510
2007,Total Female Indians,75 Years & Over,2872
2007,Total Female Indians,80 Years & Over,1195
2007,Total Female Indians,85 Years & Over,410
2007,Other Ethnic Groups (Total),0  -  4 Years,7914
2007,Other Ethnic Groups (Total),5  -  9 Years,8189
2007,Other Ethnic Groups (Total),10 - 14 Years,6134
2007,Other Ethnic Groups (Total),15 - 19 Years,4717
2007,Other Ethnic Groups (Total),20 - 24 Years,4166
2007,Other Ethnic Groups (Total),25 - 29 Years,6266
2007,Other Ethnic Groups (Total),30 - 34 Years,10994
2007,Other Ethnic Groups (Total),35 - 39 Years,12134
2007,Other Ethnic Groups (Total),40 - 44 Years,10101
2007,Other Ethnic Groups (Total),45 - 49 Years,7358
2007,Other Ethnic Groups (Total),50 - 54 Years,4966
2007,Other Ethnic Groups (Total),55 - 59 Years,3381
2007,Other Ethnic Groups (Total),60 - 64 Years,1892
2007,Other Ethnic Groups (Total),65 - 69 Years,1308
2007,Other Ethnic Groups (Total),70 - 74 Years,1037
2007,Other Ethnic Groups (Total),75 - 79 Years,795
2007,Other Ethnic Groups (Total),80 - 84 Years,440
2007,Other Ethnic Groups (Total),65 Years & Over,3926
2007,Other Ethnic Groups (Total),70 Years & Over,2618
2007,Other Ethnic Groups (Total),75 Years & Over,1581
2007,Other Ethnic Groups (Total),80 Years & Over,786
2007,Other Ethnic Groups (Total),85 Years & Over,346
2007,Other Ethnic Groups (Males),0  -  4 Years,3970
2007,Other Ethnic Groups (Males),5  -  9 Years,4000
2007,Other Ethnic Groups (Males),10 - 14 Years,2997
2007,Other Ethnic Groups (Males),15 - 19 Years,2217
2007,Other Ethnic Groups (Males),20 - 24 Years,1777
2007,Other Ethnic Groups (Males),25 - 29 Years,2475
2007,Other Ethnic Groups (Males),30 - 34 Years,4664
2007,Other Ethnic Groups (Males),35 - 39 Years,5602
2007,Other Ethnic Groups (Males),40 - 44 Years,5129
2007,Other Ethnic Groups (Males),45 - 49 Years,3821
2007,Other Ethnic Groups (Males),50 - 54 Years,2725
2007,Other Ethnic Groups (Males),55 - 59 Years,1963
2007,Other Ethnic Groups (Males),60 - 64 Years,1135
2007,Other Ethnic Groups (Males),65 - 69 Years,678
2007,Other Ethnic Groups (Males),70 - 74 Years,473
2007,Other Ethnic Groups (Males),75 - 79 Years,353
2007,Other Ethnic Groups (Males),80 - 84 Years,208
2007,Other Ethnic Groups (Males),65 Years & Over,1834
2007,Other Ethnic Groups (Males),70 Years & Over,1156
2007,Other Ethnic Groups (Males),75 Years & Over,683
2007,Other Ethnic Groups (Males),80 Years & Over,330
2007,Other Ethnic Groups (Males),85 Years & Over,122
2007,Other Ethnic Groups (Females),0  -  4 Years,3944
2007,Other Ethnic Groups (Females),5  -  9 Years,4189
2007,Other Ethnic Groups (Females),10 - 14 Years,3137
2007,Other Ethnic Groups (Females),15 - 19 Years,2500
2007,Other Ethnic Groups (Females),20 - 24 Years,2389
2007,Other Ethnic Groups (Females),25 - 29 Years,3791
2007,Other Ethnic Groups (Females),30 - 34 Years,6330
2007,Other Ethnic Groups (Females),35 - 39 Years,6532
2007,Other Ethnic Groups (Females),40 - 44 Years,4972
2007,Other Ethnic Groups (Females),45 - 49 Years,3537
2007,Other Ethnic Groups (Females),50 - 54 Years,2241
2007,Other Ethnic Groups (Females),55 - 59 Years,1418
2007,Other Ethnic Groups (Females),60 - 64 Years,757
2007,Other Ethnic Groups (Females),65 - 69 Years,630
2007,Other Ethnic Groups (Females),70 - 74 Years,564
2007,Other Ethnic Groups (Females),75 - 79 Years,442
2007,Other Ethnic Groups (Females),80 - 84 Years,232
2007,Other Ethnic Groups (Females),65 Years & Over,2092
2007,Other Ethnic Groups (Females),70 Years & Over,1462
2007,Other Ethnic Groups (Females),75 Years & Over,898
2007,Other Ethnic Groups (Females),80 Years & Over,456
2007,Other Ethnic Groups (Females),85 Years & Over,224
2008,Total Residents,0  -  4 Years,193889
2008,Total Residents,5  -  9 Years,223622
2008,Total Residents,10 - 14 Years,253796
2008,Total Residents,15 - 19 Years,262856
2008,Total Residents,20 - 24 Years,225385
2008,Total Residents,25 - 29 Years,263114
2008,Total Residents,30 - 34 Years,289817
2008,Total Residents,35 - 39 Years,307243
2008,Total Residents,40 - 44 Years,317363
2008,Total Residents,45 - 49 Years,318078
2008,Total Residents,50 - 54 Years,289189
2008,Total Residents,55 - 59 Years,229356
2008,Total Residents,60 - 64 Years,153161
2008,Total Residents,65 - 69 Years,115185
2008,Total Residents,70 - 74 Years,81307
2008,Total Residents,75 - 79 Years,59001
2008,Total Residents,80 - 84 Years,33882
2008,Total Residents,65 Years & Over,315790
2008,Total Residents,70 Years & Over,200605
2008,Total Residents,75 Years & Over,119298
2008,Total Residents,80 Years & Over,60297
2008,Total Residents,85 Years & Over,26415
2008,Total Male Residents,0  -  4 Years,99147
2008,Total Male Residents,5  -  9 Years,115186
2008,Total Male Residents,10 - 14 Years,130128
2008,Total Male Residents,15 - 19 Years,134000
2008,Total Male Residents,20 - 24 Years,113468
2008,Total Male Residents,25 - 29 Years,126755
2008,Total Male Residents,30 - 34 Years,139144
2008,Total Male Residents,35 - 39 Years,149911
2008,Total Male Residents,40 - 44 Years,158996
2008,Total Male Residents,45 - 49 Years,160849
2008,Total Male Residents,50 - 54 Years,145713
2008,Total Male Residents,55 - 59 Years,114878
2008,Total Male Residents,60 - 64 Years,75256
2008,Total Male Residents,65 - 69 Years,54560
2008,Total Male Residents,70 - 74 Years,37508
2008,Total Male Residents,75 - 79 Years,25589
2008,Total Male Residents,80 - 84 Years,13200
2008,Total Male Residents,65 Years & Over,139561
2008,Total Male Residents,70 Years & Over,85001
2008,Total Male Residents,75 Years & Over,47493
2008,Total Male Residents,80 Years & Over,21904
2008,Total Male Residents,85 Years & Over,8704
2008,Total Female Residents,0  -  4 Years,94742
2008,Total Female Residents,5  -  9 Years,108436
2008,Total Female Residents,10 - 14 Years,123668
2008,Total Female Residents,15 - 19 Years,128856
2008,Total Female Residents,20 - 24 Years,111917
2008,Total Female Residents,25 - 29 Years,136359
2008,Total Female Residents,30 - 34 Years,150673
2008,Total Female Residents,35 - 39 Years,157332
2008,Total Female Residents,40 - 44 Years,158367
2008,Total Female Residents,45 - 49 Years,157229
2008,Total Female Residents,50 - 54 Years,143476
2008,Total Female Residents,55 - 59 Years,114478
2008,Total Female Residents,60 - 64 Years,77905
2008,Total Female Residents,65 - 69 Years,60625
2008,Total Female Residents,70 - 74 Years,43799
2008,Total Female Residents,75 - 79 Years,33412
2008,Total Female Residents,80 - 84 Years,20682
2008,Total Female Residents,65 Years & Over,176229
2008,Total Female Residents,70 Years & Over,115604
2008,Total Female Residents,75 Years & Over,71805
2008,Total Female Residents,80 Years & Over,38393
2008,Total Female Residents,85 Years & Over,17711
2008,Total Malays,0  -  4 Years,33158
2008,Total Malays,5  -  9 Years,40081
2008,Total Malays,10 - 14 Years,45907
2008,Total Malays,15 - 19 Years,48838
2008,Total Malays,20 - 24 Years,40694
2008,Total Malays,25 - 29 Years,34104
2008,Total Malays,30 - 34 Years,29848
2008,Total Malays,35 - 39 Years,33696
2008,Total Malays,40 - 44 Years,42898
2008,Total Malays,45 - 49 Years,43118
2008,Total Malays,50 - 54 Years,34623
2008,Total Malays,55 - 59 Years,23691
2008,Total Malays,60 - 64 Years,14715
2008,Total Malays,65 - 69 Years,10050
2008,Total Malays,70 - 74 Years,8864
2008,Total Malays,75 - 79 Years,5744
2008,Total Malays,80 - 84 Years,3230
2008,Total Malays,65 Years & Over,29739
2008,Total Malays,70 Years & Over,19689
2008,Total Malays,75 Years & Over,10825
2008,Total Malays,80 Years & Over,5081
2008,Total Malays,85 Years & Over,1851
2008,Total Male Malays,0  -  4 Years,16985
2008,Total Male Malays,5  -  9 Years,20866
2008,Total Male Malays,10 - 14 Years,23694
2008,Total Male Malays,15 - 19 Years,25053
2008,Total Male Malays,20 - 24 Years,20711
2008,Total Male Malays,25 - 29 Years,16997
2008,Total Male Malays,30 - 34 Years,14462
2008,Total Male Malays,35 - 39 Years,16363
2008,Total Male Malays,40 - 44 Years,21154
2008,Total Male Malays,45 - 49 Years,21624
2008,Total Male Malays,50 - 54 Years,17225
2008,Total Male Malays,55 - 59 Years,11385
2008,Total Male Malays,60 - 64 Years,7041
2008,Total Male Malays,65 - 69 Years,4503
2008,Total Male Malays,70 - 74 Years,3993
2008,Total Male Malays,75 - 79 Years,2527
2008,Total Male Malays,80 - 84 Years,1539
2008,Total Male Malays,65 Years & Over,13457
2008,Total Male Malays,70 Years & Over,8954
2008,Total Male Malays,75 Years & Over,4961
2008,Total Male Malays,80 Years & Over,2434
2008,Total Male Malays,85 Years & Over,895
2008,Total Female Malays,0  -  4 Years,16173
2008,Total Female Malays,5  -  9 Years,19215
2008,Total Female Malays,10 - 14 Years,22213
2008,Total Female Malays,15 - 19 Years,23785
2008,Total Female Malays,20 - 24 Years,19983
2008,Total Female Malays,25 - 29 Years,17107
2008,Total Female Malays,30 - 34 Years,15386
2008,Total Female Malays,35 - 39 Years,17333
2008,Total Female Malays,40 - 44 Years,21744
2008,Total Female Malays,45 - 49 Years,21494
2008,Total Female Malays,50 - 54 Years,17398
2008,Total Female Malays,55 - 59 Years,12306
2008,Total Female Malays,60 - 64 Years,7674
2008,Total Female Malays,65 - 69 Years,5547
2008,Total Female Malays,70 - 74 Years,4871
2008,Total Female Malays,75 - 79 Years,3217
2008,Total Female Malays,80 - 84 Years,1691
2008,Total Female Malays,65 Years & Over,16282
2008,Total Female Malays,70 Years & Over,10735
2008,Total Female Malays,75 Years & Over,5864
2008,Total Female Malays,80 Years & Over,2647
2008,Total Female Malays,85 Years & Over,956
2008,Total Chinese,0  -  4 Years,127687
2008,Total Chinese,5  -  9 Years,149990
2008,Total Chinese,10 - 14 Years,177611
2008,Total Chinese,15 - 19 Years,186689
2008,Total Chinese,20 - 24 Years,159829
2008,Total Chinese,25 - 29 Years,194852
2008,Total Chinese,30 - 34 Years,216112
2008,Total Chinese,35 - 39 Years,228953
2008,Total Chinese,40 - 44 Years,234533
2008,Total Chinese,45 - 49 Years,241116
2008,Total Chinese,50 - 54 Years,228448
2008,Total Chinese,55 - 59 Years,186779
2008,Total Chinese,60 - 64 Years,126830
2008,Total Chinese,65 - 69 Years,97035
2008,Total Chinese,70 - 74 Years,66312
2008,Total Chinese,75 - 79 Years,48115
2008,Total Chinese,80 - 84 Years,28080
2008,Total Chinese,65 Years & Over,262350
2008,Total Chinese,70 Years & Over,165315
2008,Total Chinese,75 Years & Over,99003
2008,Total Chinese,80 Years & Over,50888
2008,Total Chinese,85 Years & Over,22808
2008,Total Male Chinese,0  -  4 Years,65512
2008,Total Male Chinese,5  -  9 Years,77407
2008,Total Male Chinese,10 - 14 Years,91386
2008,Total Male Chinese,15 - 19 Years,95430
2008,Total Male Chinese,20 - 24 Years,81017
2008,Total Male Chinese,25 - 29 Years,94660
2008,Total Male Chinese,30 - 34 Years,102857
2008,Total Male Chinese,35 - 39 Years,109393
2008,Total Male Chinese,40 - 44 Years,116022
2008,Total Male Chinese,45 - 49 Years,121208
2008,Total Male Chinese,50 - 54 Years,114804
2008,Total Male Chinese,55 - 59 Years,93728
2008,Total Male Chinese,60 - 64 Years,62207
2008,Total Male Chinese,65 - 69 Years,46098
2008,Total Male Chinese,70 - 74 Years,30691
2008,Total Male Chinese,75 - 79 Years,20166
2008,Total Male Chinese,80 - 84 Years,10235
2008,Total Male Chinese,65 Years & Over,113965
2008,Total Male Chinese,70 Years & Over,67867
2008,Total Male Chinese,75 Years & Over,37176
2008,Total Male Chinese,80 Years & Over,17010
2008,Total Male Chinese,85 Years & Over,6775
2008,Total Female Chinese,0  -  4 Years,62175
2008,Total Female Chinese,5  -  9 Years,72583
2008,Total Female Chinese,10 - 14 Years,86225
2008,Total Female Chinese,15 - 19 Years,91259
2008,Total Female Chinese,20 - 24 Years,78812
2008,Total Female Chinese,25 - 29 Years,100192
2008,Total Female Chinese,30 - 34 Years,113255
2008,Total Female Chinese,35 - 39 Years,119560
2008,Total Female Chinese,40 - 44 Years,118511
2008,Total Female Chinese,45 - 49 Years,119908
2008,Total Female Chinese,50 - 54 Years,113644
2008,Total Female Chinese,55 - 59 Years,93051
2008,Total Female Chinese,60 - 64 Years,64623
2008,Total Female Chinese,65 - 69 Years,50937
2008,Total Female Chinese,70 - 74 Years,35621
2008,Total Female Chinese,75 - 79 Years,27949
2008,Total Female Chinese,80 - 84 Years,17845
2008,Total Female Chinese,65 Years & Over,148385
2008,Total Female Chinese,70 Years & Over,97448
2008,Total Female Chinese,75 Years & Over,61827
2008,Total Female Chinese,80 Years & Over,33878
2008,Total Female Chinese,85 Years & Over,16033
2008,Total Indians,0  -  4 Years,24335
2008,Total Indians,5  -  9 Years,24789
2008,Total Indians,10 - 14 Years,23331
2008,Total Indians,15 - 19 Years,22088
2008,Total Indians,20 - 24 Years,20222
2008,Total Indians,25 - 29 Years,26496
2008,Total Indians,30 - 34 Years,31668
2008,Total Indians,35 - 39 Years,31092
2008,Total Indians,40 - 44 Years,28803
2008,Total Indians,45 - 49 Years,25690
2008,Total Indians,50 - 54 Years,20653
2008,Total Indians,55 - 59 Years,15287
2008,Total Indians,60 - 64 Years,9380
2008,Total Indians,65 - 69 Years,6724
2008,Total Indians,70 - 74 Years,5074
2008,Total Indians,75 - 79 Years,4319
2008,Total Indians,80 - 84 Years,2108
2008,Total Indians,65 Years & Over,19597
2008,Total Indians,70 Years & Over,12873
2008,Total Indians,75 Years & Over,7799
2008,Total Indians,80 Years & Over,3480
2008,Total Indians,85 Years & Over,1372
2008,Total Male Indians,0  -  4 Years,12314
2008,Total Male Indians,5  -  9 Years,12611
2008,Total Male Indians,10 - 14 Years,11705
2008,Total Male Indians,15 - 19 Years,11071
2008,Total Male Indians,20 - 24 Years,9811
2008,Total Male Indians,25 - 29 Years,12088
2008,Total Male Indians,30 - 34 Years,16639
2008,Total Male Indians,35 - 39 Years,17879
2008,Total Male Indians,40 - 44 Years,16117
2008,Total Male Indians,45 - 49 Years,13710
2008,Total Male Indians,50 - 54 Years,10674
2008,Total Male Indians,55 - 59 Years,7676
2008,Total Male Indians,60 - 64 Years,4656
2008,Total Male Indians,65 - 69 Years,3235
2008,Total Male Indians,70 - 74 Years,2327
2008,Total Male Indians,75 - 79 Years,2515
2008,Total Male Indians,80 - 84 Years,1219
2008,Total Male Indians,65 Years & Over,10198
2008,Total Male Indians,70 Years & Over,6963
2008,Total Male Indians,75 Years & Over,4636
2008,Total Male Indians,80 Years & Over,2121
2008,Total Male Indians,85 Years & Over,902
2008,Total Female Indians,0  -  4 Years,12021
2008,Total Female Indians,5  -  9 Years,12178
2008,Total Female Indians,10 - 14 Years,11626
2008,Total Female Indians,15 - 19 Years,11017
2008,Total Female Indians,20 - 24 Years,10411
2008,Total Female Indians,25 - 29 Years,14408
2008,Total Female Indians,30 - 34 Years,15029
2008,Total Female Indians,35 - 39 Years,13213
2008,Total Female Indians,40 - 44 Years,12686
2008,Total Female Indians,45 - 49 Years,11980
2008,Total Female Indians,50 - 54 Years,9979
2008,Total Female Indians,55 - 59 Years,7611
2008,Total Female Indians,60 - 64 Years,4724
2008,Total Female Indians,65 - 69 Years,3489
2008,Total Female Indians,70 - 74 Years,2747
2008,Total Female Indians,75 - 79 Years,1804
2008,Total Female Indians,80 - 84 Years,889
2008,Total Female Indians,65 Years & Over,9399
2008,Total Female Indians,70 Years & Over,5910
2008,Total Female Indians,75 Years & Over,3163
2008,Total Female Indians,80 Years & Over,1359
2008,Total Female Indians,85 Years & Over,470
2008,Other Ethnic Groups (Total),0  -  4 Years,8709
2008,Other Ethnic Groups (Total),5  -  9 Years,8762
2008,Other Ethnic Groups (Total),10 - 14 Years,6947
2008,Other Ethnic Groups (Total),15 - 19 Years,5241
2008,Other Ethnic Groups (Total),20 - 24 Years,4640
2008,Other Ethnic Groups (Total),25 - 29 Years,7662
2008,Other Ethnic Groups (Total),30 - 34 Years,12189
2008,Other Ethnic Groups (Total),35 - 39 Years,13502
2008,Other Ethnic Groups (Total),40 - 44 Years,11129
2008,Other Ethnic Groups (Total),45 - 49 Years,8154
2008,Other Ethnic Groups (Total),50 - 54 Years,5465
2008,Other Ethnic Groups (Total),55 - 59 Years,3599
2008,Other Ethnic Groups (Total),60 - 64 Years,2236
2008,Other Ethnic Groups (Total),65 - 69 Years,1376
2008,Other Ethnic Groups (Total),70 - 74 Years,1057
2008,Other Ethnic Groups (Total),75 - 79 Years,823
2008,Other Ethnic Groups (Total),80 - 84 Years,464
2008,Other Ethnic Groups (Total),65 Years & Over,4104
2008,Other Ethnic Groups (Total),70 Years & Over,2728
2008,Other Ethnic Groups (Total),75 Years & Over,1671
2008,Other Ethnic Groups (Total),80 Years & Over,848
2008,Other Ethnic Groups (Total),85 Years & Over,384
2008,Other Ethnic Groups (Males),0  -  4 Years,4336
2008,Other Ethnic Groups (Males),5  -  9 Years,4302
2008,Other Ethnic Groups (Males),10 - 14 Years,3343
2008,Other Ethnic Groups (Males),15 - 19 Years,2446
2008,Other Ethnic Groups (Males),20 - 24 Years,1929
2008,Other Ethnic Groups (Males),25 - 29 Years,3010
2008,Other Ethnic Groups (Males),30 - 34 Years,5186
2008,Other Ethnic Groups (Males),35 - 39 Years,6276
2008,Other Ethnic Groups (Males),40 - 44 Years,5703
2008,Other Ethnic Groups (Males),45 - 49 Years,4307
2008,Other Ethnic Groups (Males),50 - 54 Years,3010
2008,Other Ethnic Groups (Males),55 - 59 Years,2089
2008,Other Ethnic Groups (Males),60 - 64 Years,1352
2008,Other Ethnic Groups (Males),65 - 69 Years,724
